,cod_ship,Order ID,Order Date,Ship Date,Ship Mode,City
3014,3015,CA-2016-105571,07/11/2016,11/11/2016,Standard Class,Miami
3015,3016,CA-2017-152765,15/06/2017,18/06/2017,First Class,Houston
3016,3017,CA-2016-153878,25/04/2016,30/04/2016,Standard Class,Milwaukee
3017,3018,CA-2017-124016,23/09/2017,26/09/2017,Second Class,Lancaster
3018,3019,CA-2017-113551,18/08/2017,20/08/2017,First Class,Edinburg
3019,3020,CA-2015-107524,02/03/2015,08/03/2015,Standard Class,New York City
3020,3021,CA-2015-138072,30/12/2015,03/01/2016,Standard Class,Philadelphia
3021,3022,CA-2016-134201,10/04/2016,16/04/2016,Standard Class,Rochester
3022,3023,CA-2016-111780,25/12/2016,30/12/2016,Second Class,San Diego
3023,3024,CA-2016-119942,05/04/2016,07/04/2016,First Class,Philadelphia
3024,3025,CA-2016-151547,17/01/2016,23/01/2016,Standard Class,Bartlett
3025,3026,CA-2018-166695,20/05/2018,24/05/2018,Standard Class,Lakewood
3026,3027,CA-2018-167542,13/08/2018,20/08/2018,Standard Class,Philadelphia
3027,3028,CA-2016-120901,31/12/2016,04/01/2017,Standard Class,Austin
3028,3029,CA-2018-121398,25/12/2018,29/12/2018,Standard Class,Los Angeles
3029,3030,CA-2017-151561,01/09/2017,07/09/2017,Standard Class,New York City
3030,3031,CA-2018-154676,05/08/2018,08/08/2018,First Class,Houston
3031,3032,US-2015-165589,18/02/2015,18/02/2015,Same Day,Lubbock
3032,3033,US-2017-132577,22/11/2017,27/11/2017,Standard Class,Houston
3033,3034,CA-2016-114048,14/12/2016,18/12/2016,Standard Class,Costa Mesa
3034,3035,CA-2016-137281,13/06/2016,17/06/2016,Standard Class,Roswell
3035,3036,US-2018-162068,28/12/2018,31/12/2018,Second Class,Loveland
3036,3037,CA-2018-100111,20/09/2018,26/09/2018,Standard Class,New York City
3037,3038,US-2018-132381,22/08/2018,24/08/2018,First Class,Philadelphia
3038,3039,CA-2016-147011,18/06/2016,22/06/2016,Standard Class,Miami
3039,3040,CA-2015-120852,20/12/2015,25/12/2015,Standard Class,Grand Prairie
3040,3041,CA-2017-150007,11/09/2017,16/09/2017,Standard Class,Chicago
3041,3042,CA-2017-124590,12/11/2017,16/11/2017,Standard Class,Parma
3042,3043,CA-2017-133802,14/03/2017,20/03/2017,Standard Class,Redwood City
3043,3044,US-2017-113677,13/11/2017,19/11/2017,Standard Class,New York City
3044,3045,CA-2018-143378,19/09/2018,25/09/2018,Standard Class,Springfield
3045,3046,CA-2018-152660,04/12/2018,09/12/2018,Standard Class,Chicago
3046,3047,CA-2016-142139,31/08/2016,05/09/2016,Standard Class,Bedford
3047,3048,CA-2018-145772,03/06/2018,07/06/2018,Standard Class,Los Angeles
3048,3049,CA-2017-124100,31/03/2017,06/04/2017,Standard Class,New York City
3049,3050,US-2015-158400,25/10/2015,28/10/2015,First Class,San Francisco
3050,3051,CA-2018-162033,26/03/2018,02/04/2018,Standard Class,Virginia Beach
3051,3052,CA-2015-163447,27/12/2015,31/12/2015,Standard Class,New York City
3052,3053,CA-2018-145737,15/09/2018,20/09/2018,Standard Class,Lebanon
3053,3054,CA-2017-148096,16/08/2017,19/08/2017,First Class,Los Angeles
3054,3055,CA-2017-146766,04/11/2017,04/11/2017,Same Day,Chula Vista
3055,3056,CA-2016-105613,18/10/2016,22/10/2016,Standard Class,Mcallen
3056,3057,US-2017-142251,31/10/2017,04/11/2017,Second Class,Hollywood
3057,3058,CA-2015-131247,30/03/2015,04/04/2015,Standard Class,San Francisco
3058,3059,US-2016-113593,18/04/2016,20/04/2016,First Class,Santa Maria
3059,3060,CA-2018-121083,09/07/2018,15/07/2018,Standard Class,Manchester
3060,3061,CA-2018-151190,27/06/2018,01/07/2018,Standard Class,Omaha
3061,3062,CA-2015-133543,22/12/2015,26/12/2015,Standard Class,San Jose
3062,3063,CA-2018-105130,21/11/2018,25/11/2018,Standard Class,San Francisco
3063,3064,CA-2017-161928,27/06/2017,29/06/2017,Second Class,San Francisco
3064,3065,CA-2018-101322,28/12/2018,31/12/2018,First Class,Long Beach
3065,3066,US-2017-106600,08/04/2017,11/04/2017,First Class,Columbus
3066,3067,CA-2015-111871,18/03/2015,21/03/2015,Second Class,San Francisco
3067,3068,CA-2018-139437,03/07/2018,08/07/2018,Standard Class,Los Angeles
3068,3069,CA-2018-151484,20/04/2018,23/04/2018,First Class,Philadelphia
3069,3070,CA-2017-104150,03/08/2017,05/08/2017,Second Class,Tulsa
3070,3071,CA-2017-161025,03/12/2017,09/12/2017,Standard Class,Los Angeles
3071,3072,CA-2015-103989,19/03/2015,21/03/2015,First Class,Lakeland
3072,3073,CA-2016-142433,20/04/2016,25/04/2016,Standard Class,Houston
3073,3074,CA-2016-132815,19/09/2016,22/09/2016,Second Class,Los Angeles
3074,3075,CA-2015-101266,27/08/2015,30/08/2015,Second Class,Springfield
3075,3076,CA-2017-141523,19/12/2017,24/12/2017,Second Class,New York City
3076,3077,US-2015-106299,02/08/2015,08/08/2015,Standard Class,Springfield
3077,3078,CA-2016-158421,21/09/2016,26/09/2016,Standard Class,Columbia
3078,3079,CA-2017-143609,11/12/2017,13/12/2017,First Class,Portland
3079,3080,CA-2016-138331,07/08/2016,12/08/2016,Standard Class,Philadelphia
3080,3081,CA-2016-138954,15/11/2016,17/11/2016,First Class,New York City
3081,3082,CA-2018-157903,04/04/2018,08/04/2018,Standard Class,Des Plaines
3082,3083,CA-2017-157259,24/12/2017,28/12/2017,Standard Class,New York City
3083,3084,CA-2018-107986,13/12/2018,13/12/2018,Same Day,Seattle
3084,3085,CA-2018-104927,22/12/2018,26/12/2018,Standard Class,Houston
3085,3086,CA-2018-113453,21/10/2018,28/10/2018,Standard Class,Philadelphia
3086,3087,CA-2016-149909,13/11/2016,17/11/2016,Standard Class,Columbus
3087,3088,CA-2016-146675,16/04/2016,20/04/2016,Standard Class,Evanston
3088,3089,CA-2017-118332,16/12/2017,23/12/2017,Standard Class,Apple Valley
3089,3090,CA-2017-133669,21/10/2017,27/10/2017,Standard Class,Columbus
3090,3091,CA-2018-145660,01/12/2018,03/12/2018,First Class,Marion
3091,3092,CA-2017-133697,20/10/2017,24/10/2017,Second Class,Houston
3092,3093,CA-2018-148138,29/09/2018,03/10/2018,Standard Class,Marion
3093,3094,CA-2018-119809,18/08/2018,25/08/2018,Standard Class,Seattle
3094,3095,CA-2018-149944,12/11/2018,16/11/2018,Second Class,Longview
3095,3096,CA-2015-128538,11/10/2015,15/10/2015,Standard Class,Redondo Beach
3096,3097,CA-2016-161711,28/11/2016,03/12/2016,Standard Class,New York City
3097,3098,US-2016-129553,27/07/2016,02/08/2016,Standard Class,Louisville
3098,3099,CA-2017-160220,20/10/2017,26/10/2017,Standard Class,Trenton
3099,3100,US-2018-157224,14/09/2018,18/09/2018,Second Class,Los Angeles
3100,3101,CA-2018-140627,23/12/2018,27/12/2018,Standard Class,Hendersonville
3101,3102,CA-2016-133445,05/10/2016,09/10/2016,Standard Class,Portland
3102,3103,CA-2015-148782,02/11/2015,07/11/2015,Standard Class,Irving
3103,3104,CA-2017-148208,22/01/2017,27/01/2017,Standard Class,Cleveland
3104,3105,CA-2018-127656,11/07/2018,17/07/2018,Standard Class,Waterloo
3105,3106,US-2018-142188,11/09/2018,11/09/2018,Same Day,Seattle
3106,3107,CA-2017-144400,23/02/2017,27/02/2017,Standard Class,Philadelphia
3107,3108,US-2017-155180,22/01/2017,29/01/2017,Standard Class,New York City
3108,3109,CA-2016-134075,12/12/2016,16/12/2016,Standard Class,San Jose
3109,3110,US-2017-131912,29/10/2017,01/11/2017,Second Class,Los Angeles
3110,3111,CA-2018-141572,28/05/2018,31/05/2018,Second Class,Concord
3111,3112,CA-2015-134621,21/12/2015,28/12/2015,Standard Class,Columbia
3112,3113,CA-2017-165561,24/11/2017,28/11/2017,Standard Class,Bellevue
3113,3114,CA-2016-112305,20/11/2016,25/11/2016,Standard Class,Seattle
3114,3115,CA-2018-121580,29/05/2018,04/06/2018,Standard Class,Columbus
3115,3116,CA-2015-101147,02/12/2015,04/12/2015,First Class,Chicago
3116,3117,CA-2015-165806,07/04/2015,07/04/2015,Same Day,Marietta
3117,3118,CA-2016-151624,08/09/2016,14/09/2016,Standard Class,Montgomery
3118,3119,CA-2018-139444,09/09/2018,15/09/2018,Standard Class,Plano
3119,3120,CA-2016-133977,06/09/2016,08/09/2016,Second Class,Tamarac
3120,3121,CA-2018-141425,02/11/2018,06/11/2018,Second Class,Columbus
3121,3122,CA-2016-133536,28/03/2016,30/03/2016,Second Class,New York City
3122,3123,CA-2016-150441,13/08/2016,17/08/2016,Second Class,Richmond
3123,3124,CA-2016-162607,12/05/2016,18/05/2016,Standard Class,Seattle
3124,3125,CA-2018-103506,23/07/2018,27/07/2018,Standard Class,Long Beach
3125,3126,CA-2017-132479,24/09/2017,26/09/2017,First Class,Rockford
3126,3127,CA-2018-160724,05/05/2018,10/05/2018,Standard Class,Columbus
3127,3128,US-2017-115952,06/10/2017,06/10/2017,Same Day,Tulsa
3128,3129,CA-2015-146731,03/11/2015,08/11/2015,Standard Class,Nashville
3129,3130,CA-2016-115392,01/10/2016,04/10/2016,Second Class,Cambridge
3130,3131,CA-2018-102379,02/12/2018,06/12/2018,Standard Class,Oakland
3131,3132,CA-2018-149706,11/12/2018,12/12/2018,First Class,Palatine
3132,3133,US-2017-139087,17/07/2017,22/07/2017,Second Class,Seattle
3133,3134,CA-2018-152226,12/05/2018,16/05/2018,Standard Class,Cincinnati
3134,3135,CA-2016-116484,20/11/2016,26/11/2016,Standard Class,Marion
3135,3136,CA-2017-100944,24/09/2017,28/09/2017,Standard Class,Los Angeles
3136,3137,CA-2017-125080,21/10/2017,26/10/2017,Standard Class,Lakewood
3137,3138,CA-2017-121020,24/10/2017,31/10/2017,Standard Class,Lebanon
3138,3139,CA-2015-100090,08/07/2015,12/07/2015,Standard Class,San Francisco
3139,3140,US-2016-139675,13/03/2016,18/03/2016,Second Class,Chico
3140,3141,CA-2018-143756,02/12/2018,05/12/2018,First Class,Salem
3141,3142,CA-2016-151253,22/04/2016,26/04/2016,Standard Class,Los Angeles
3142,3143,CA-2015-141152,16/09/2015,19/09/2015,First Class,New York City
3143,3144,CA-2015-141313,28/12/2015,01/01/2016,Standard Class,Beverly
3144,3145,CA-2015-169852,21/10/2015,26/10/2015,Standard Class,San Diego
3145,3146,CA-2018-107314,30/11/2018,03/12/2018,First Class,San Francisco
3146,3147,US-2015-161305,06/06/2015,12/06/2015,Standard Class,Chicago
3147,3148,CA-2018-166919,23/11/2018,27/11/2018,Standard Class,Dallas
3148,3149,CA-2018-162712,18/06/2018,20/06/2018,Second Class,Corpus Christi
3149,3150,CA-2018-107552,05/05/2018,05/05/2018,Same Day,New York City
3150,3151,CA-2017-163328,04/11/2017,06/11/2017,Second Class,Eugene
3151,3152,CA-2015-112837,11/09/2015,16/09/2015,Standard Class,Oxnard
3152,3153,CA-2018-120019,16/02/2018,21/02/2018,Standard Class,Fairfield
3153,3154,CA-2015-100762,24/11/2015,29/11/2015,Standard Class,Jackson
3154,3155,CA-2018-161459,25/11/2018,29/11/2018,Second Class,Laguna Niguel
3155,3156,CA-2018-160017,28/09/2018,02/10/2018,Standard Class,Jacksonville
3156,3157,CA-2015-123316,13/10/2015,17/10/2015,Standard Class,Mount Vernon
3157,3158,CA-2015-141299,03/06/2015,07/06/2015,Second Class,Midland
3158,3159,CA-2015-104402,17/06/2015,23/06/2015,Standard Class,Newark
3159,3160,CA-2016-110289,29/10/2016,02/11/2016,Standard Class,San Francisco
3160,3161,CA-2015-167927,20/01/2015,26/01/2015,Standard Class,Westland
3161,3162,CA-2015-133305,11/07/2015,15/07/2015,Standard Class,New York City
3162,3163,CA-2017-165995,30/08/2017,06/09/2017,Standard Class,Los Angeles
3163,3164,CA-2018-143112,05/10/2018,09/10/2018,Standard Class,New York City
3164,3165,US-2017-105830,31/12/2017,02/01/2018,First Class,Lancaster
3165,3166,CA-2016-146255,07/03/2016,10/03/2016,First Class,Newark
3166,3167,CA-2018-104822,20/10/2018,20/10/2018,Same Day,New York City
3167,3168,CA-2016-104486,01/05/2016,06/05/2016,Standard Class,San Francisco
3168,3169,CA-2018-161557,03/09/2018,08/09/2018,Standard Class,Dallas
3169,3170,CA-2018-161130,03/11/2018,08/11/2018,Standard Class,Miami
3170,3171,US-2016-161347,13/09/2016,19/09/2016,Standard Class,Philadelphia
3171,3172,US-2016-109015,06/09/2016,12/09/2016,Standard Class,New York City
3172,3173,CA-2015-110611,06/10/2015,13/10/2015,Standard Class,Philadelphia
3173,3174,CA-2018-139080,23/01/2018,28/01/2018,Standard Class,Seattle
3174,3175,CA-2016-115693,10/12/2016,15/12/2016,Standard Class,Los Angeles
3175,3176,US-2015-107993,25/11/2015,30/11/2015,Standard Class,Springfield
3176,3177,CA-2018-110443,21/11/2018,25/11/2018,Standard Class,Renton
3177,3178,CA-2018-144848,04/04/2018,05/04/2018,First Class,New York City
3178,3179,US-2018-147998,19/05/2018,24/05/2018,Standard Class,San Jose
3179,3180,CA-2017-103919,03/10/2017,07/10/2017,Standard Class,Grand Prairie
3180,3181,CA-2017-113425,21/11/2017,21/11/2017,Same Day,New York City
3181,3182,CA-2018-143035,03/10/2018,05/10/2018,Second Class,New York City
3182,3183,CA-2015-107811,29/04/2015,03/05/2015,Standard Class,Memphis
3183,3184,CA-2017-163216,07/10/2017,10/10/2017,First Class,Philadelphia
3184,3185,US-2017-116442,15/12/2017,22/12/2017,Standard Class,Los Angeles
3185,3186,CA-2018-150623,10/04/2018,14/04/2018,Standard Class,Waterbury
3186,3187,US-2015-163797,08/04/2015,13/04/2015,Standard Class,Chandler
3187,3188,CA-2017-127236,29/03/2017,02/04/2017,Standard Class,Springfield
3188,3189,US-2018-104661,15/01/2018,18/01/2018,First Class,Austin
3189,3190,CA-2015-134103,30/01/2015,04/02/2015,Standard Class,Detroit
3190,3191,CA-2016-147529,07/02/2016,11/02/2016,Standard Class,Springfield
3191,3192,CA-2017-129126,14/12/2017,19/12/2017,Standard Class,New York City
3192,3193,CA-2018-131632,31/10/2018,04/11/2018,Standard Class,Dallas
3193,3194,CA-2018-151981,06/08/2018,12/08/2018,Standard Class,Concord
3194,3195,CA-2018-125472,30/05/2018,31/05/2018,First Class,Lafayette
3195,3196,CA-2016-156328,30/11/2016,05/12/2016,Standard Class,Raleigh
3196,3197,CA-2018-154074,31/08/2018,02/09/2018,Second Class,Spokane
3197,3198,CA-2018-161774,14/05/2018,15/05/2018,First Class,Houston
3198,3199,CA-2018-151211,17/08/2018,23/08/2018,Standard Class,Louisville
3199,3200,CA-2018-142671,10/11/2018,14/11/2018,Second Class,Hollywood
3200,3201,CA-2018-144750,21/08/2018,21/08/2018,Same Day,Chandler
3201,3202,CA-2017-111976,08/03/2017,12/03/2017,Standard Class,Philadelphia
3202,3203,CA-2017-140130,31/10/2017,05/11/2017,Standard Class,Tulsa
3203,3204,CA-2015-159121,26/07/2015,01/08/2015,Standard Class,Draper
3204,3205,CA-2016-149650,24/10/2016,27/10/2016,First Class,Oakland
3205,3206,CA-2018-115777,19/08/2018,24/08/2018,Standard Class,Lawrence
3206,3207,CA-2017-143714,23/05/2017,27/05/2017,Standard Class,Philadelphia
3207,3208,CA-2015-165764,03/11/2015,07/11/2015,Standard Class,Jacksonville
3208,3209,CA-2016-121405,30/03/2016,04/04/2016,Standard Class,Chicago
3209,3210,US-2018-116897,27/05/2018,29/05/2018,First Class,Pocatello
3210,3211,US-2018-113992,14/12/2018,19/12/2018,Standard Class,Plano
3211,3212,CA-2015-166891,04/10/2015,06/10/2015,First Class,New York City
3212,3213,CA-2017-101161,13/10/2017,20/10/2017,Standard Class,New York City
3213,3214,CA-2016-151785,05/03/2016,10/03/2016,Standard Class,Chicago
3214,3215,US-2018-119816,04/03/2018,06/03/2018,Second Class,Houston
3215,3216,CA-2016-156510,25/09/2016,29/09/2016,Standard Class,Meriden
3216,3217,US-2016-110261,19/12/2016,23/12/2016,Second Class,Glenview
3217,3218,CA-2016-125710,08/10/2016,13/10/2016,Standard Class,Houston
3218,3219,CA-2018-161102,31/07/2018,03/08/2018,First Class,San Francisco
3219,3220,CA-2015-110065,05/08/2015,11/08/2015,Standard Class,New York City
3220,3221,US-2018-133361,14/05/2018,17/05/2018,First Class,Baltimore
3221,3222,US-2017-155404,22/09/2017,28/09/2017,Standard Class,Louisville
3222,3223,CA-2016-114503,13/11/2016,17/11/2016,Standard Class,Lebanon
3223,3224,CA-2018-153080,22/05/2018,25/05/2018,Second Class,Los Angeles
3224,3225,CA-2017-163804,02/12/2017,08/12/2017,Standard Class,Providence
3225,3226,CA-2016-108532,29/08/2016,02/09/2016,Standard Class,Detroit
3226,3227,CA-2015-151897,06/06/2015,10/06/2015,Standard Class,Houston
3227,3228,CA-2017-113292,18/03/2017,20/03/2017,Second Class,Columbia
3228,3229,CA-2015-149524,14/01/2015,15/01/2015,First Class,Philadelphia
3229,3230,CA-2018-140872,03/06/2018,10/06/2018,Standard Class,Pembroke Pines
3230,3231,CA-2018-113908,03/06/2018,09/06/2018,Standard Class,New York City
3231,3232,CA-2016-120621,21/03/2016,26/03/2016,Standard Class,Jacksonville
3232,3233,US-2018-148866,19/09/2018,24/09/2018,Standard Class,New York City
3233,3234,CA-2015-149594,15/09/2015,19/09/2015,Standard Class,Philadelphia
3234,3235,CA-2017-113845,20/11/2017,25/11/2017,Standard Class,Orlando
3235,3236,CA-2018-111262,28/10/2018,01/11/2018,Second Class,Houston
3236,3237,CA-2016-103135,24/07/2016,28/07/2016,Standard Class,Louisville
3237,3238,CA-2015-129147,02/11/2015,06/11/2015,Standard Class,Medina
3238,3239,CA-2018-128265,17/11/2018,22/11/2018,Second Class,New York City
3239,3240,CA-2017-152331,26/06/2017,30/06/2017,Standard Class,Chicago
3240,3241,US-2017-128909,09/10/2017,11/10/2017,Second Class,Philadelphia
3241,3242,CA-2018-102197,20/12/2018,26/12/2018,Standard Class,New York City
3242,3243,CA-2018-167640,06/03/2018,10/03/2018,Standard Class,San Francisco
3243,3244,US-2018-116652,15/09/2018,19/09/2018,Standard Class,San Francisco
3244,3245,CA-2018-138289,16/01/2018,18/01/2018,Second Class,Jackson
3245,3246,CA-2017-129308,07/07/2017,13/07/2017,Standard Class,Philadelphia
3246,3247,CA-2017-157791,23/12/2017,28/12/2017,Second Class,Warwick
3247,3248,CA-2015-146864,22/12/2015,26/12/2015,Standard Class,New York City
3248,3249,CA-2015-103744,23/02/2015,27/02/2015,Standard Class,El Paso
3249,3250,US-2018-107384,04/12/2018,08/12/2018,Standard Class,Rochester
3250,3251,CA-2015-128209,17/11/2015,22/11/2015,Standard Class,Buffalo
3251,3252,CA-2015-169684,20/10/2015,23/10/2015,First Class,Knoxville
3252,3253,CA-2016-109862,25/10/2016,30/10/2016,Standard Class,Newark
3253,3254,US-2018-107888,16/11/2018,19/11/2018,First Class,Seattle
3254,3255,US-2018-154872,14/05/2018,18/05/2018,Standard Class,Cleveland
3255,3256,CA-2015-113880,01/03/2015,05/03/2015,Standard Class,Elmhurst
3256,3257,US-2016-164966,30/07/2016,01/08/2016,First Class,Lakeville
3257,3258,CA-2016-126739,01/11/2016,03/11/2016,Second Class,New York City
3258,3259,CA-2018-161578,16/12/2018,21/12/2018,Second Class,Los Angeles
3259,3260,CA-2015-137092,20/10/2015,22/10/2015,Second Class,Chicago
3260,3261,CA-2016-166947,05/06/2016,10/06/2016,Standard Class,Buffalo
3261,3262,CA-2017-160941,21/07/2017,26/07/2017,Standard Class,Roseville
3262,3263,CA-2018-144680,31/03/2018,02/04/2018,First Class,Arlington
3263,3264,CA-2015-166086,07/05/2015,12/05/2015,Standard Class,Lawrence
3264,3265,CA-2018-131282,05/02/2018,08/02/2018,Second Class,Waco
3265,3266,CA-2015-100678,18/04/2015,22/04/2015,Standard Class,Houston
3266,3267,CA-2017-161543,10/05/2017,16/05/2017,Standard Class,Seattle
3267,3268,CA-2017-160535,25/11/2017,30/11/2017,Standard Class,Plainfield
3268,3269,CA-2018-123085,03/03/2018,08/03/2018,Standard Class,Los Angeles
3269,3270,CA-2016-153752,06/12/2016,11/12/2016,Second Class,Arlington
3270,3271,CA-2015-103660,25/08/2015,30/08/2015,Standard Class,Seattle
3271,3272,CA-2017-169887,22/10/2017,22/10/2017,Same Day,Seattle
3272,3273,CA-2017-148516,07/08/2017,11/08/2017,Standard Class,Edmonds
3273,3274,CA-2018-104731,21/07/2018,27/07/2018,Standard Class,Salem
3274,3275,CA-2015-164749,23/03/2015,26/03/2015,First Class,Delray Beach
3275,3276,CA-2016-103716,30/04/2016,06/05/2016,Standard Class,San Francisco
3276,3277,CA-2017-126795,13/06/2017,16/06/2017,Second Class,New York City
3277,3278,CA-2016-146290,04/05/2016,11/05/2016,Standard Class,Indianapolis
3278,3279,CA-2018-157112,23/04/2018,26/04/2018,First Class,Columbus
3279,3280,CA-2015-169257,06/06/2015,12/06/2015,Standard Class,Jacksonville
3280,3281,CA-2015-154095,02/12/2015,07/12/2015,Standard Class,Clinton
3281,3282,CA-2018-146346,17/06/2018,20/06/2018,First Class,Commerce City
3282,3283,CA-2017-148852,26/05/2017,31/05/2017,Standard Class,Santa Ana
3283,3284,US-2016-118906,10/03/2016,10/03/2016,Same Day,Clinton
3284,3285,CA-2017-168921,20/10/2017,22/10/2017,First Class,Los Angeles
3285,3286,CA-2016-107678,21/04/2016,28/04/2016,Standard Class,Louisville
3286,3287,CA-2017-123512,17/06/2017,19/06/2017,First Class,Los Angeles
3287,3288,US-2018-167402,13/01/2018,18/01/2018,Second Class,Springfield
3288,3289,CA-2015-130449,06/09/2015,09/09/2015,First Class,San Francisco
3289,3290,CA-2016-141250,19/01/2016,23/01/2016,Standard Class,Texas City
3290,3291,CA-2015-145541,14/12/2015,21/12/2015,Standard Class,New York City
3291,3292,CA-2015-138513,23/05/2015,27/05/2015,Standard Class,Bellevue
3292,3293,CA-2016-135489,19/09/2016,22/09/2016,Second Class,New York City
3293,3294,CA-2016-125696,02/10/2016,06/10/2016,Standard Class,Wilson
3294,3295,CA-2017-105081,25/12/2017,30/12/2017,Standard Class,Seattle
3295,3296,US-2017-146857,06/05/2017,08/05/2017,Second Class,Springfield
