,cod_prod,Product Name,Product ID,Sub-Category,Category
1783,1784,Panasonic Business Telephones KX-T7736,TEC-PH-10001468,Phones,Technology
1784,1785,Hunt Boston Vacuum Mount KS Pencil Sharpener,OFF-AR-10004010,Art,Office Supplies
1785,1786,Portfile Personal File Boxes,OFF-ST-10003572,Storage,Office Supplies
1786,1787,"Belkin 19"" Center-Weighted Shelf, Gray",OFF-ST-10003994,Storage,Office Supplies
1787,1788,Hon Comfortask Task/Swivel Chairs,FUR-CH-10001545,Chairs,Furniture
1788,1789,"Career Cubicle Clock, 8 1/4"", Black",FUR-FU-10004245,Furnishings,Furniture
1789,1790,"Peel & Seel Recycled Catalog Envelopes, Brown",OFF-EN-10002592,Envelopes,Office Supplies
1790,1791,Boston 16765 Mini Stand Up Battery Pencil Sharpener,OFF-AR-10000914,Art,Office Supplies
1791,1792,Avery 475,OFF-LA-10003498,Labels,Office Supplies
1792,1793,"Vtech AT&T CL2940 Corded Speakerphone, Black",TEC-MA-10003329,Machines,Technology
1793,1794,Tenex B1-RE Series Chair Mats for Low Pile Carpets,FUR-FU-10000747,Furnishings,Furniture
1794,1795,Griffin GC17055 Auxiliary Audio Cable,TEC-PH-10004100,Phones,Technology
1795,1796,Rogers Profile Extra Capacity Storage Tub,OFF-ST-10000636,Storage,Office Supplies
1796,1797,RCA ViSYS 25825 Wireless digital phone,TEC-PH-10003174,Phones,Technology
1797,1798,Xerox 1914,OFF-PA-10001497,Paper,Office Supplies
1798,1799,Xerox 1902,OFF-PA-10001952,Paper,Office Supplies
1799,1800,Acme Titanium Bonded Scissors,OFF-SU-10004661,Supplies,Office Supplies
1800,1801,Ibico Recycled Linen-Style Covers,OFF-BI-10002026,Binders,Office Supplies
1801,1802,Xerox 207,OFF-PA-10001826,Paper,Office Supplies
1802,1803,Socket Bluetooth Cordless Hand Scanner (CHS),TEC-MA-10001031,Machines,Technology
1803,1804,Okidata B400 Printer,TEC-MA-10003176,Machines,Technology
1804,1805,"Logitech Wireless Boombox Speaker - portable - wireless, wired",TEC-AC-10002647,Accessories,Technology
1805,1806,Xiaomi Mi3,TEC-PH-10002114,Phones,Technology
1806,1807,Xerox 1947,OFF-PA-10001593,Paper,Office Supplies
1807,1808,Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,TEC-AC-10004803,Accessories,Technology
1808,1809,Xerox 193,OFF-PA-10001801,Paper,Office Supplies
1809,1810,iOttie XL Car Mount,TEC-PH-10000127,Phones,Technology
1810,1811,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,OFF-AP-10001564,Appliances,Office Supplies
1811,1812,First Data TMFD35 PIN Pad,TEC-AC-10004595,Accessories,Technology
1812,1813,Ultra Commercial Grade Dual Valve Door Closer,FUR-FU-10002874,Furnishings,Furniture
1813,1814,Contemporary Borderless Frame,FUR-FU-10003489,Furnishings,Furniture
1814,1815,"3D Systems Cube Printer, 2nd Generation, White",TEC-MA-10002073,Machines,Technology
1815,1816,Panasonic KX - TS880B Telephone,TEC-PH-10004006,Phones,Technology
1816,1817,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",OFF-BI-10000279,Binders,Office Supplies
1817,1818,Xerox 1936,OFF-PA-10000300,Paper,Office Supplies
1818,1819,Avery Legal 4-Ring Binder,OFF-BI-10004308,Binders,Office Supplies
1819,1820,Avaya 5410 Digital phone,TEC-PH-10004080,Phones,Technology
1820,1821,"TOPS Money Receipt Book, Consecutively Numbered in Red,",OFF-PA-10001260,Paper,Office Supplies
1821,1822,Desktop 3-Pocket Hot File,OFF-ST-10004946,Storage,Office Supplies
1822,1823,Wirebound Voice Message Log Book,OFF-PA-10002109,Paper,Office Supplies
1823,1824,Konica Minolta magicolor 1690MF Multifunction Printer,TEC-MA-10004255,Machines,Technology
1824,1825,"Linden 12"" Wall Clock With Oak Frame",FUR-FU-10003095,Furnishings,Furniture
1825,1826,Tensor Brushed Steel Torchiere Floor Lamp,FUR-FU-10000820,Furnishings,Furniture
1826,1827,Ricoh - Ink Collector Unit for GX3000 Series Printers,TEC-MA-10002930,Machines,Technology
1827,1828,"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",OFF-PA-10003205,Paper,Office Supplies
1828,1829,Avery 479,OFF-LA-10002368,Labels,Office Supplies
1829,1830,Okidata C610n Printer,TEC-MA-10003230,Machines,Technology
1830,1831,Xerox 229,OFF-PA-10000295,Paper,Office Supplies
1831,1832,Acme Galleria Hot Forged Steel Scissors with Colored Handles,OFF-SU-10004884,Supplies,Office Supplies
1832,1833,Nu-Dell EZ-Mount Plastic Wall Frames,FUR-FU-10002240,Furnishings,Furniture
1833,1834,Tensor Track Tree Floor Lamp,FUR-FU-10001057,Furnishings,Furniture
1834,1835,Hon Olson Stacker Chairs,FUR-CH-10002073,Chairs,Furniture
1835,1836,Belkin 7-Outlet SurgeMaster Home Series,OFF-AP-10003278,Appliances,Office Supplies
1836,1837,Griffin GC36547 PowerJolt SE Lightning Charger,TEC-PH-10002070,Phones,Technology
1837,1838,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,FUR-FU-10000277,Furnishings,Furniture
1838,1839,Cherry 142-key Programmable Keyboard,TEC-AC-10004420,Accessories,Technology
1839,1840,Motorola L703CM,TEC-PH-10004094,Phones,Technology
1840,1841,NeatDesk Desktop Scanner & Digital Filing System,TEC-MA-10002790,Machines,Technology
1841,1842,Hoover Commercial Lightweight Upright Vacuum,OFF-AP-10001634,Appliances,Office Supplies
1842,1843,Xerox 1976,OFF-PA-10001837,Paper,Office Supplies
1843,1844,"Stride Job 150 Highlighters, Chisel Tip, Assorted Colors",OFF-AR-10003896,Art,Office Supplies
1844,1845,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",OFF-BI-10002897,Binders,Office Supplies
1845,1846,Xerox 1983,OFF-PA-10001243,Paper,Office Supplies
1846,1847,"Tenex Chairmat w/ Average Lip, 45"" x 53""",FUR-FU-10003806,Furnishings,Furniture
1847,1848,"Brother MFC-9340CDW LED All-In-One Printer, Copier Scanner",TEC-MA-10000904,Machines,Technology
1848,1849,Avery 484,OFF-LA-10002473,Labels,Office Supplies
1849,1850,Electrix Fluorescent Magnifier Lamps & Weighted Base,FUR-FU-10003374,Furnishings,Furniture
1850,1851,Okidata C610n Printer,TEC-MA-10001856,Machines,Technology
1851,1852,Space Solutions Industrial Galvanized Steel Shelving.,OFF-ST-10003641,Storage,Office Supplies
1852,1853,Staples in misc. colors,OFF-AR-10004707,Art,Office Supplies
1853,1854,Plantronics Single Ear Headset,TEC-MA-10004086,Machines,Technology
1854,1855,Zebra GK420t Direct Thermal/Thermal Transfer Printer,TEC-MA-10001695,Machines,Technology
1855,1856,"Tensor ""Hersey Kiss"" Styled Floor Lamp",FUR-FU-10002506,Furnishings,Furniture
1856,1857,Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,TEC-AC-10004518,Accessories,Technology
1857,1858,Hoover Commercial SteamVac,OFF-AP-10000027,Appliances,Office Supplies
1858,1859,Xerox 1938,OFF-PA-10002558,Paper,Office Supplies
1859,1860,NETGEAR RangeMax WNR1000 Wireless Router,TEC-AC-10000926,Accessories,Technology
1860,1861,Xerox 1899,OFF-PA-10001846,Paper,Office Supplies
1861,1862,Hewlett-Packard Desktjet 6988DT Refurbished Printer,TEC-MA-10003673,Machines,Technology
1862,1863,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",FUR-BO-10001567,Bookcases,Furniture
1863,1864,"Executive Impressions 16-1/2"" Circular Wall Clock",FUR-FU-10001379,Furnishings,Furniture
1864,1865,Okidata MB760 Printer,TEC-MA-10000984,Machines,Technology
1865,1866,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",OFF-AR-10000937,Art,Office Supplies
1866,1867,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",FUR-FU-10002030,Furnishings,Furniture
1867,1868,Sterling Rubber Bands by Alliance,OFF-FA-10000254,Fasteners,Office Supplies
1868,1869,Kensington 6 Outlet SmartSocket Surge Protector,OFF-AP-10004136,Appliances,Office Supplies
1869,1870,Maxell CD-R Discs,TEC-AC-10002370,Accessories,Technology
1870,1871,Avery Hi-Liter Pen Style Six-Color Fluorescent Set,OFF-AR-10003986,Art,Office Supplies
1871,1872,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",OFF-SU-10004290,Supplies,Office Supplies
1872,1873,Star Micronics TSP100 TSP143LAN Receipt Printer,TEC-MA-10004552,Machines,Technology
1873,1874,Xerox 1955,OFF-PA-10000312,Paper,Office Supplies
1874,1875,"Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate",OFF-PA-10001001,Paper,Office Supplies
1875,1876,"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",OFF-PA-10001583,Paper,Office Supplies
1876,1877,Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner,TEC-MA-10002694,Machines,Technology
1877,1878,Lexmark 20R1285 X6650 Wireless All-in-One Printer,TEC-MA-10004626,Machines,Technology
1878,1879,Nokia Lumia 1020,TEC-PH-10004241,Phones,Technology
1879,1880,Acme Serrated Blade Letter Opener,OFF-SU-10003936,Supplies,Office Supplies
1880,1881,Okidata B401 Printer,TEC-MA-10003337,Machines,Technology
1881,1882,Xerox Blank Computer Paper,OFF-PA-10000210,Paper,Office Supplies
1882,1883,4009 Highlighters,OFF-AR-10003477,Art,Office Supplies
1883,1884,Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs,FUR-CH-10002317,Chairs,Furniture
1884,1885,Self-Adhesive Address Labels for Typewriters with Dispenser Box,OFF-LA-10004677,Labels,Office Supplies
1885,1886,Office Star - Task Chair with Contemporary Loop Arms,FUR-CH-10002780,Chairs,Furniture
1886,1887,Grip Seal Envelopes,OFF-EN-10001535,Envelopes,Office Supplies
1887,1888,Penpower WorldCard Pro Card Scanner,TEC-MA-10003493,Machines,Technology
1888,1889,Sony 8GB Class 10 Micro SDHC R40 Memory Card,TEC-AC-10002380,Accessories,Technology
1889,1890,RCA ViSYS 25425RE1 Corded phone,TEC-PH-10002817,Phones,Technology
1890,1891,Cisco 8961 IP Phone Charcoal,TEC-MA-10003589,Machines,Technology
1891,1892,"Eureka Hand Vacuum, Bagless",OFF-AP-10003099,Appliances,Office Supplies
1892,1893,LG G2,TEC-PH-10002645,Phones,Technology
